p_peaks,p_onsets,p_offsets,q_peaks,r_onsets,r_offsets,s_peaks,t_peaks,t_onsets,t_offsets,sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
0.091,"[nan, 1020, 1894, 2762, 3646, 4550, 5454]","[nan, 1110, 1982, 2850, 3732, 4640, 5542]",-0.169,"[nan, 1072, 1942, 2814, 3698, 4600, nan]","[336, 1196, 2070, 2942, 3826, 4724, 5626]",-0.360,0.565,"[468, 1328, 2192, 3070, 3946, 4858, 5752]","[590, 1456, 2328, 3196, 4084, 4984, nan]",1301,II,54.458,[ 144  574 1010 1445 1886 2338 2789],88.333,126.400,384.400,881.667,127.714
0.187,"[536, 1336, 2440, 2734, 3696, 4284]","[604, 1388, 2494, 2778, 3730, 4324]",0.121,"[714, 1358, nan, nan, 3778, nan]","[764, 1510, nan, 2992, 3908, 4472]",-1.219,0.272,"[816, 1530, nan, 3012, 4050, 4444]","[842, 1612, nan, 3124, 4086, 4620]",1302,II,75.846,[ 370  718 1286 1459 1927 2199],48.667,110.667,230.000,731.600,41.200
0.206,"[458, 1366, 2200, 3004, 3864, 4176, 5372]","[504, 1454, 2270, 3084, 3930, 4298, 5440]",-0.084,"[526, 1422, 2304, 3110, 3900, 4482, nan]","[646, 1564, 2388, 3202, 4046, 4588, 5554]",-0.864,0.339,"[814, 1754, 2544, 3340, 4202, 4726, 5712]","[900, 1818, 2642, 3460, 4298, 4824, 5810]",1303,II,60.490,[ 299  758 1170 1578 1999 2270 2752],77.143,115.000,366.333,817.667,157.714
0.197,"[nan, 900, 1672, 2442, 3214, 3972, 4728, 5472]","[210, 932, 1726, 2528, 3238, 4066, 4818, 5526]",-0.183,"[272, 1040, 1794, 2570, 3332, 4110, 4868, nan]","[340, 1110, 1894, 2662, 3416, 4184, 4938, 5688]",-0.203,0.229,"[530, 1318, 2084, 2854, 3624, 4400, 5146, 5710]","[584, 1366, 2144, 2898, 3684, 4464, 5194, 5746]",1304,II,62.882,[ 154  537  924 1306 1692 2076 2453 2826],62.000,79.714,335.429,763.429,179.250
0.109,"[308, 1106, 1910, 2712, 3548, 4354, 5010]","[410, 1204, 2002, 2846, 3672, 4446, 5040]",-0.125,"[436, 1154, 1970, 2788, 3616, 4416, nan]","[532, 1334, 2138, 2954, 3780, 4582, 5264]",-0.298,0.246,"[672, 1466, 2278, 3128, 3900, 4726, 5312]","[796, 1588, 2410, 3242, 4058, 4870, 5358]",1305,II,61.311,[ 243  642 1043 1453 1865 2267 2602],96.000,156.667,430.667,786.333,128.286
0.146,"[490, 1004, 1528, 2030, 2546, 3078, 3618, 4168, 4728, 5302]","[580, 1076, 1592, 2078, 2626, 3138, 3696, 4246, 4772, 5372]",-0.168,"[530, 1094, 1634, 2084, 2580, 3156, 3662, 4222, 4786, nan]","[690, 1208, 1720, 2224, 2742, 3278, 3822, 4376, 4930, 5494]",-0.393,0.222,"[766, 1298, 1778, 2326, 2846, 3346, 3930, 4504, 5046, 5552]","[806, 1372, 1916, 2376, 2920, 3384, 4006, 4544, 5122, 5676]",1306,II,90.087,[ 326  583  839 1091 1351 1617 1891 2166 2444 2727],68.400,138.000,299.778,533.556,90.800
0.035,"[144, 738, 1306, 1878, 2448, 3018, 3618, 4156, 4698, 5312]","[264, 842, 1402, 1960, 2540, 3120, 3690, 4252, 4728, 5404]",-0.113,"[222, 780, 1362, 1936, 2514, 3138, 3664, 4280, 4800, nan]","[402, 966, 1538, 2112, 2682, 3246, 3818, 4424, 4924, 5560]",-0.167,-0.101,"[458, 1004, 1584, 2098, 2726, 3288, 3892, 4510, 4912, 5592]","[514, 1034, 1614, 2130, 2762, 3320, 3926, 4550, 4960, 5652]",1307,II,84.261,[ 174  457  741 1024 1312 1598 1886 2170 2425 2744],88.600,157.333,234.889,571.111,39.200
0.148,"[210, 1056, 1860, 2678, 3528, 4364, 5184]","[304, 1150, 1950, 2766, 3620, 4454, 5272]",-0.236,"[260, 1106, 1912, 2730, 3580, 4412, nan]","[592, 1434, 2242, 2908, 3914, nan, 5562]",-0.224,0.363,"[532, 1368, 2172, 2992, 3844, 4674, 5516]","[658, 1500, 2306, 3122, 3974, 4810, 5630]",1308,II,57.897,[ 187  610 1012 1421 1847 2263 2675],90.857,300.400,395.000,829.333,-38.000
0.071,"[702, 1510, 2314, 3134, 3942, 4758, 5546]","[808, 1554, 2430, 3250, 4050, 4806, 5604]",-0.224,"[762, 1578, 2394, 3216, 4068, 4876, nan]","[902, 1724, 2540, 3360, 4168, 4988, nan]",-0.213,0.498,"[1028, 1832, 2660, 3486, 4290, 5096, nan]","[1150, 1964, 2780, 3598, 4410, 5200, nan]",1309,II,59.288,[ 433  837 1248 1656 2060 2462 2862],85.143,131.333,368.000,809.667,118.333
0.263,"[504, 834, 1604, 2136, 2702, 3250, 3798, 4346, 4894, 5442]","[570, 934, 1666, 2216, 2764, 3312, 3862, 4406, 4958, 5506]",-0.076,"[544, 990, 1636, 2240, 2792, 3288, 3834, 4384, 4928, nan]","[732, nan, 1834, nan, 2904, 3478, 4024, 4572, 5122, 5646]",-1.026,0.292,"[840, nan, 1926, nan, 3028, 3568, 4130, 4658, 5214, 5776]","[934, nan, 2032, nan, 3122, 3680, 4200, 4758, 5316, 5852]",1310,II,88.308,[ 323  544  871 1144 1419 1693 1966 2241 2515 2788],68.400,180.000,376.571,547.778,103.500
0.158,"[528, 1030, 1546, 2074, 2550, 3026, 3526, 4030, 4530, 5016, 5490]","[642, 1134, 1630, 2140, 2630, 3118, 3612, 4116, 4624, 5128, 5604]",-0.165,"[616, 1150, 1676, 2168, 2592, 3156, 3566, 4130, 4578, 5146, nan]","[754, 1264, 1764, 2266, 2758, 3246, 3732, 4240, 4748, 5246, 5736]",-0.201,0.086,"[868, 1400, 1926, 2414, 2848, 3364, 3860, 4340, 4862, 5406, 5792]","[958, 1482, 1960, 2472, 2944, 3454, 3968, 4456, 4964, 5442, 5828]",1311,II,96.519,[ 358  609  861 1112 1355 1601 1846 2098 2351 2600 2845],93.818,124.000,332.200,497.400,120.545
0.115,"[724, 1450, 2198, 2958, 3696, 4482, 5256]","[806, 1496, 2306, 3038, 3784, 4560, 5358]",-0.079,"[822, 1542, 2228, 3006, 3790, 4570, nan]","[964, 1692, 2444, 3202, 3948, 4722, 5506]",-0.172,-0.058,"[952, 1708, 2430, 3190, 3984, 4710, 5526]","[998, 1740, 2466, 3316, 4054, 4818, 5624]",1312,II,63.520,[ 461  826 1199 1579 1952 2340 2729],83.429,169.000,239.000,756.000,3.143
-0.047,"[440, 1212, 2042, 2856, 3570, 4322, 5168]","[494, 1270, 2104, 2910, 3630, 4370, 5226]",-0.159,"[472, 1248, 2078, 2888, 3606, 4348, nan]","[618, 1396, 2222, 3034, 3752, 4492, 5348]",-0.079,0.557,"[732, 1510, 2342, 3150, 3872, 4610, 5466]","[844, 1622, 2448, 3258, 3974, 4716, 5576]",1313,II,61.084,[ 290  678 1092 1497 1856 2227 2655],56.286,145.667,370.333,788.333,117.143
0.194,"[nan, 1254, 1596, 2796, 4286, 4684, 5594]","[nan, 1318, 1646, 2854, 4364, 4728, 5628]",-0.015,"[nan, 1288, 1664, 2824, 4388, 4736, nan]","[426, 1480, nan, 3014, 4518, 4996, nan]",-1.200,0.193,"[nan, 1602, nan, 3176, 4666, 5036, nan]","[588, 1740, nan, 3216, 4728, 5162, nan]",1314,II,60.518,[ 175  689  933 1457 2210 2469 2902],54.667,193.000,402.500,909.000,118.000
0.007,"[1002, 1942, 2900, 3900, 4926]","[1036, 1978, 2938, 4026, 4988]",-0.106,"[1146, 2058, 3082, 3988, nan]","[1238, 2208, 3170, 4138, 5154]",-0.617,0.397,"[1378, 2346, 3394, 4288, 5290]","[1478, 2484, 3518, 4480, 5430]",1315,II,49.716,[ 597 1082 1561 2045 2528],59.200,120.000,421.500,965.500,157.600
0.162,"[148, 722, 1304, 1876, 2438, 2990, 3538, 4078, 4592, 5126, 5654]","[234, 804, 1380, 1948, 2510, 3068, 3616, 4152, 4668, 5194, 5734]",-0.125,"[198, 770, 1354, 1924, 2484, 3042, 3632, 4124, 4682, 5164, nan]","[322, 906, 1482, 2046, 2610, 3212, 3712, 4250, 4756, 5338, nan]",-0.501,0.292,"[492, 1048, 1576, 2142, 2736, 3268, 3832, 4346, 4888, 5390, nan]","[552, 1160, 1730, 2306, 2852, 3400, 3960, 4490, 5016, 5528, nan]",1316,II,87.548,[ 144  431  720 1005 1285 1563 1834 2104 2360 2625 2889],76.545,126.000,362.000,549.000,108.400
0.098,"[nan, 654, 994, 1930, 2478, 3130, 3666, 4258, 4854, 5202]","[182, 792, 1132, 1986, 2600, 3186, 3722, 4320, 4986, 5332]",-0.195,"[118, 808, 1096, 1940, 2546, 3140, 3736, 4324, 4924, nan]","[360, 928, nan, 2162, 2788, 3358, 4088, 4534, 5184, nan]",-0.219,0.035,"[430, 1018, nan, 2148, 2812, 3416, 4016, 4620, 5208, nan]","[526, 1132, nan, 2188, 2968, 3558, 4156, 4754, 5332, nan]",1317,II,85.893,[ 133  435  622 1043 1347 1646 1942 2240 2537 2755],98.889,233.250,384.750,582.667,33.250
0.204,"[nan, 726, 1300, 1894, 2494, 3102, 3722, 4330, 4960, 5576]","[220, 808, 1382, 1984, 2580, 3190, 3802, 4422, 5048, 5662]",-0.074,"[192, 772, 1356, 1940, 2552, 3156, 3770, 4386, 5008, nan]","[366, 892, 1472, 2060, 2716, 3276, 3888, 4508, 5128, nan]",-0.508,0.238,"[444, 1024, 1618, 2210, 2806, 3412, 4038, 4660, 5284, nan]","[580, 1156, 1750, 2326, 2940, 3550, 4168, 4768, 5400, nan]",1318,II,79.486,[ 135  427  717 1012 1314 1618 1924 2233 2544 2854],86.000,130.444,389.556,604.222,132.222
0.067,"[288, 878, 1430, 2052, 2640, 3186, 3802, 4384, 4980, 5578]","[352, 940, 1522, 2108, 2704, 3220, 3860, 4448, 5040, 5630]",-0.053,"[308, 906, 1538, 2082, 2666, 3248, 3828, 4416, 5006, nan]","[452, 1038, 1634, 2214, 2804, 3382, 3962, 4550, 5138, nan]",-0.165,-0.032,"[426, 1064, 1650, 2194, 2892, 3360, 3984, 4596, 5148, nan]","[490, 1090, 1696, 2280, 2944, 3402, 4040, 4624, 5202, nan]",1319,II,81.730,[ 199  496  792 1085 1376 1667 1957 2251 2547 2842],60.600,130.667,196.667,587.333,15.556
0.031,"[254, 860, 1200, 1768, 2090, 2688, 2976, 3618, nan, 4550, nan, 5462]","[286, 972, 1226, 1886, 2126, 2800, 3006, 3722, nan, 4664, nan, 5572]",-0.141,"[nan, 994, nan, 1834, 2114, 2746, nan, 3672, nan, 4606, nan, nan]","[482, 1098, 1402, nan, 2292, 2924, 3232, 3850, 4170, nan, 5092, nan]",-0.085,0.102,"[566, 1252, 1496, nan, 2320, 3082, 3294, 4010, 4250, nan, 5116, nan]","[610, 1372, 1532, nan, 2356, 3194, 3326, 4122, 4310, nan, 5166, nan]",1320,II,124.614,[ 204  535  659  991 1115 1447 1572 1911 2035 2377 2502 2834],79.400,159.500,379.500,478.182,93.778
0.004,"[316, 960, 1626, 2276, 2948, 3590, 4234, 4906, 5590]","[380, 1030, 1700, 2368, 3004, 3652, 4304, 4974, 5670]",-0.118,"[338, 990, 1652, 2342, 2974, 3628, 4264, 4934, nan]","[502, 1146, 1812, 2478, 3134, 3768, 4422, 5094, 5774]",-0.315,0.389,"[614, 1242, 1882, 2586, 3208, 3882, 4534, 5216, 5758]","[740, 1384, 2046, 2720, 3372, 4006, 4662, 5336, 5814]",1321,II,72.837,[ 229  552  885 1218 1546 1863 2191 2527 2866],70.667,154.250,393.000,659.250,88.000
0.101,"[nan, 454, 1210, 1804, 2440, 3006, 3528, 4176, 4608, 4962, 5556]","[158, 564, 1306, 1910, 2492, 3102, 3602, 4278, 4704, 5074, 5622]",-0.109,"[132, 580, 1322, 1930, 2468, 3066, 3570, 4252, 4722, 5016, nan]","[320, 700, 1474, 2060, 2654, 3252, 3756, nan, 4840, 5212, nan]",-0.377,-0.061,"[458, 754, 1510, 2040, 2638, 3232, 3814, nan, 4826, 5198, nan]","[564, 784, 1576, 2110, 2688, 3310, 3846, nan, 4860, 5234, nan]",1322,II,91.772,[ 134  325  709 1003 1300 1599 1851 2193 2395 2579 2891],91.000,162.444,240.667,551.400,22.444
0.486,"[402, 1162, 1946, 2714, 3486, 4270, 5062]","[478, 1252, 2026, 2794, 3558, 4348, 5138]",-0.139,"[552, 1318, 2094, 2866, 3632, 4420, nan]","[nan, nan, nan, nan, nan, nan, nan]",-3.137,,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]",1323,II,61.812,[ 292  675 1064 1449 1832 2226 2622],78.857,,,776.667,
0.082,"[140, 736, 1204, 1730, 2206, 2998, 3462, 3972, 4462, 5200, 5658]","[192, 790, 1250, 1784, 2232, 3036, 3488, 4008, 4494, 5230, 5682]",-0.015,"[206, 776, 1300, 1802, 2278, 3018, 3506, 4058, 4528, 5300, nan]","[346, 916, 1390, 1908, 2372, 3146, 3618, 4162, 4642, 5398, nan]",-0.509,-0.022,"[330, 898, 1436, 1888, 2394, 3126, 3602, 4144, 4798, 5424, nan]","[414, 944, 1480, 1954, 2426, 3202, 3654, 4200, 4854, 5462, nan]",1324,II,90.704,[ 152  436  673  930 1162 1550 1787 2058 2297 2671 2887],38.000,112.600,181.800,547.000,14.200
0.119,"[486, 1078, 1702, 2298, 2890, 3482, 4068, 4616, 5164]","[550, 1168, 1772, 2384, 2964, 3542, 4118, 4700, 5272]",-0.111,"[576, 1178, 1824, 2354, 2974, 3558, 4090, 4712, nan]","[680, 1304, 1898, 2498, 3084, 3668, 4272, 4822, 5374]",-0.107,0.016,"[846, 1326, 1926, 2666, 3116, 3824, 4260, 4854, 5556]","[874, 1364, 1956, 2698, 3148, 3900, 4288, 4904, 5598]",1325,II,81.810,[ 322  633  933 1233 1526 1818 2107 2392 2671],76.222,120.000,233.250,587.250,86.000
0.105,"[304, 1094, 1874, 2602, 3266, 3856, 4434, 5138]","[384, 1140, 1944, 2676, 3322, 3902, 4476, 5218]",-0.188,"[410, 1172, 1954, 2694, 3286, 3940, 4500, nan]","[488, 1260, 2038, 2800, 3442, 4014, 4594, 5336]",-0.120,0.207,"[620, 1404, 2138, 2884, 3556, 4124, 4728, 5470]","[710, 1464, 2210, 2930, 3640, 4210, 4772, 5512]",1326,II,70.440,[ 226  608 1000 1370 1696 1991 2277 2640],61.750,97.143,282.857,689.714,119.000
0.254,"[484, 1004, 1510, 2016, 2516, 3014, 3522, 4020, 4546, 5068, 5590]","[554, 1058, 1562, 2066, 2580, 3076, 3576, 4084, 4614, 5126, 5644]",-0.109,"[616, 1106, 1628, 2132, 2636, 3140, 3612, 4148, 4642, 5194, nan]","[712, 1210, 1716, 2222, 2728, 3230, 3732, 4234, 4756, 5284, 5804]",-0.974,0.341,"[816, 1334, 1802, 2340, 2838, 3372, 3798, 4362, 4828, 5398, 5764]","[920, 1372, 1938, 2434, 2964, 3438, 3944, 4438, 4960, 5496, nan]",1327,II,94.216,[ 322  574  826 1078 1331 1582 1834 2086 2347 2609 2870],59.091,97.000,305.000,509.600,93.091
0.122,"[nan, 1004, 1898, 2550, 3664, 4554, 5438]","[nan, 1114, 1998, 2644, 3766, 4650, 5532]",-0.144,"[nan, 1068, 1952, 2606, 3720, 4606, nan]","[320, 1206, 2090, 2776, 3858, 4864, 5630]",-0.063,0.167,"[nan, 1334, 2230, 2910, 3984, 4878, 5760]","[554, 1442, 2322, 3014, 4096, 4986, 5852]",1328,II,55.071,[ 143  586 1028 1371 1911 2355 2797],99.333,168.400,381.600,884.667,112.000
-0.011,"[nan, 916, 1740, 2574, 3380, 4200, 5010]","[nan, 960, 1802, 2608, 3456, 4246, 5090]",-0.091,"[nan, 986, 1822, 2636, 3472, 4278, nan]","[308, 1142, 1976, 2798, 3622, 4440, 5264]",-0.151,0.438,"[nan, 1264, 2100, 2924, 3756, 4556, 5392]","[536, 1368, 2210, 3036, 3858, 4676, 5492]",1329,II,58.116,[ 127  545  963 1374 1787 2193 2605],57.000,156.800,390.800,826.000,125.000
0.043,"[834, 1522, 2244, 2956, 3726, 4432, 5196]","[906, 1628, 2344, 3084, 3838, 4562, 5304]",-0.116,"[920, 1586, 2302, 3044, 3796, 4574, nan]","[1004, 1724, 2442, 3186, 3932, 4660, 5404]",-0.097,0.242,"[1154, 1858, 2580, 3316, 4064, 4800, 5544]","[1256, 1970, 2688, 3430, 4188, 4916, 5650]",1330,II,65.558,[ 481  840 1199 1570 1944 2308 2678],108.000,121.000,371.000,732.333,137.714
0.118,"[250, 832, 1426, 2008, 2582, 3164, 3744, 4322, 4896, 5464]","[304, 888, 1514, 2104, 2682, 3258, 3804, 4414, 4996, 5566]",-0.053,"[322, 946, 1534, 2126, 2696, 3284, 3866, 4432, 5016, nan]","[458, 1036, 1628, 2214, 2796, 3368, 3952, 4526, 5106, 5674]",-0.925,0.312,"[594, 1022, 1754, 2340, 2932, 3492, 4078, 4656, 5232, 5796]","[674, 1142, 1848, 2430, 3014, 3592, 4170, 4746, 5328, nan]",1331,II,82.894,[ 209  500  793 1085 1378 1663 1954 2242 2531 2815],84.200,95.778,302.444,579.111,113.800
0.099,"[370, 984, 1548, 2116, 2636, 3196, 3758, 4346, 4896, 5446]","[482, 1060, 1622, 2190, 2744, 3308, 3856, 4418, 4974, 5522]",-0.139,"[500, 1006, 1684, 2142, 2762, 3256, 3876, 4482, 4916, nan]","[610, 1182, 1752, 2320, 2870, 3430, 3986, 4548, 5096, 5642]",-0.089,0.094,"[780, 1290, 1852, 2496, 3018, 3614, 4036, 4728, 5274, 5820]","[862, 1392, 1992, 2570, 3114, 3686, 4080, 4790, 5344, nan]",1332,II,85.838,[ 291  578  863 1147 1422 1702 1981 2261 2534 2808],88.000,130.000,356.222,559.333,147.200
0.061,"[1064, 2076, 3048, 4066, 5026]","[1164, 2150, 3142, 4130, 5136]",-0.145,"[1192, 2182, 3170, 4098, nan]","[1292, 2290, 3274, 4270, 5272]",-0.248,0.356,"[1474, 2482, 3468, 4466, 5464]","[1610, 2598, 3600, 4582, 5582]",1333,II,48.266,[ 620 1118 1613 2110 2609],88.400,121.000,437.000,994.500,191.200
0.042,"[650, 1440, 2284, 3096, 3906, 4718, 5526]","[734, 1524, 2360, 3166, 3984, 4796, 5602]",-0.182,"[750, 1474, 2320, 3188, 3948, 4814, nan]","[836, 1624, 2464, 3274, 4084, 4900, nan]",-0.212,0.568,"[952, 1748, 2596, 3402, 4226, 5032, nan]","[1082, 1870, 2714, 3518, 4332, 5148, nan]",1334,II,59.228,[ 398  792 1211 1616 2022 2429 2830],78.000,114.667,361.667,810.667,129.000
-0.019,"[506, 1142, 1692, 2308, 2896, 3456, 4078, 4628, 5238]","[542, 1216, 1794, 2376, 2972, 3494, 4112, 4712, 5280]",-0.232,"[608, 1238, 1750, 2354, 2932, 3552, 4134, 4688, nan]","[746, 1322, 1908, 2476, 3058, 3656, 4222, 4812, 5414]",-0.255,0.510,"[852, 1430, 1992, 2580, 3156, 3760, 4312, 4900, 5500]","[934, 1520, 2102, 2672, 3258, 3834, 4432, 4998, 5598]",1335,II,82.172,[ 342  642  930 1219 1510 1800 2088 2381 2679],61.556,118.000,311.750,584.250,96.444
0.185,"[520, 1254, 2006, 2754, 3500, 4244, 4986, 5352]","[592, 1332, 2086, 2822, 3576, 4320, 5066, 5466]",-0.172,"[626, 1376, 2124, 2868, 3620, 4366, 5030, nan]","[772, 1458, 2210, 2956, 3772, 4452, 5204, 5560]",-0.424,0.266,"[892, 1624, 2380, 3120, 3870, 4612, 5376, 5786]","[978, 1732, 2462, 3230, 3978, 4728, 5466, 5840]",1336,II,73.489,[ 342  711 1085 1459 1833 2206 2581 2762],80.500,116.286,366.286,691.429,159.500
0.114,"[406, 946, 1476, 1998, 2536, 3070, 3584, 4130, 4686, 5210]","[492, 1030, 1566, 2090, 2622, 3150, 3682, 4214, 4750, 5290]",-0.195,"[462, 994, 1528, 2060, 2646, 3166, 3708, 4232, 4782, nan]","[594, 1136, 1660, 2192, 2722, 3258, 3818, 4318, 4856, 5410]",-0.167,0.186,"[706, 1274, 1750, 2268, 2802, 3364, 3926, 4402, 4932, 5510]","[804, 1344, 1866, 2400, 2940, 3480, 4008, 4530, 5068, 5606]",1337,II,90.043,[ 281  548  813 1078 1344 1610 1873 2140 2409 2680],84.400,108.444,318.000,533.111,97.000
0.217,"[160, 806, 1444, 2084, 2724, 3372, 4012, 4660, 5312]","[224, 896, 1502, 2170, 2816, 3464, 4104, 4722, 5374]",0.021,"[234, 842, 1508, 2146, 2792, 3432, 4050, 4732, nan]","[426, 1066, 1706, 2346, 2988, 3632, 4278, 4924, 5574]",-2.043,0.484,"[516, 1160, 1800, 2442, 3078, 3736, 4370, 5022, 5666]","[634, 1280, 1914, 2556, 3196, 3842, 4482, 5130, 5784]",1338,II,74.623,[ 162  482  801 1121 1443 1765 2086 2411 2735],77.556,203.750,412.250,643.250,94.444
-0.019,"[nan, 1042, 1648, 2378, 3068, 3610, 4052, 4986, 5484]","[122, 1076, 1674, 2408, 3104, 3656, 4106, 5030, 5516]",-0.234,"[158, 1138, 1746, 2394, 3120, 3770, 4118, 5122, nan]","[388, 1236, 1892, 2564, 3240, 3946, 4324, 5212, 5748]",-0.292,0.351,"[566, 1380, 2076, 2750, 3416, 4056, 4494, 5224, 5834]","[626, 1446, 2132, 2816, 3448, 4106, 4528, 5264, nan]",1339,II,74.996,[ 165  599  926 1263 1597 1929 2134 2585 2854],37.750,154.500,350.000,672.250,138.444
0.019,"[586, 1382, 2228, 2982, 3826, 4538, 5340]","[618, 1424, 2282, 3020, 3880, 4568, 5370]",-0.077,"[730, 1530, 2330, 3136, 3900, 4700, nan]","[848, 1648, 2448, 3212, 4008, 4808, 5612]",-0.421,0.349,"[916, 1776, 2592, 3336, 4142, 4928, 5728]","[1112, 1868, 2656, 3466, 4288, 5068, nan]",1340,II,60.025,[ 383  782 1182 1583 1982 2383 2782],40.000,107.667,355.333,799.667,119.143
0.119,"[380, 1044, 1722, 2404, 3064, 3720, 4368, 5036]","[476, 1126, 1784, 2468, 3126, 3778, 4426, 5098]",-0.168,"[452, 1170, 1750, 2438, 3142, 3818, 4470, nan]","[624, 1272, 1928, 2610, 3274, 3926, 4572, 5244]",-0.217,0.181,"[764, 1440, 2070, 2728, 3404, 4066, 4714, 5372]","[866, 1526, 2186, 2870, 3520, 4166, 4806, 5486]",1341,II,72.749,[ 298  623  951 1292 1623 1950 2272 2608],68.000,138.000,385.714,660.000,138.500
0.091,"[490, 1152, 1752, 2444, 3082, 3730, 4358, 5014, 5640]","[536, 1200, 1838, 2488, 3138, 3772, 4408, 5060, 5688]",-0.166,"[516, 1178, 1814, 2466, 3112, 3786, 4386, 5040, nan]","[658, 1324, 1958, 2612, 3256, 3900, 4532, 5182, nan]",-0.417,0.295,"[748, 1434, 2098, 2774, 3378, 3996, 4652, 5342, nan]","[886, 1542, 2182, 2828, 3476, 4046, 4758, 5412, nan]",1342,II,74.555,[ 309  641  959 1284 1606 1927 2243 2571 2885],51.778,140.500,354.000,644.000,125.000
0.169,"[382, 946, 1518, 2120, 2662, 3222, 3788, 4352, 4922, 5480]","[480, 1038, 1606, 2166, 2734, 3322, 3878, 4440, 5002, 5578]",-0.056,"[454, 1052, 1564, 2178, 2700, 3270, 3838, 4400, 5014, nan]","[588, 1146, 1712, 2282, 2850, 3418, 3988, 4548, 5114, 5684]",-0.935,0.014,"[610, 1126, 1884, 2264, 2874, 3570, 4150, 4696, 5300, 5726]","[638, 1180, 1928, 2334, 2920, 3634, 4188, 4790, 5334, 5776]",1343,II,84.809,[ 269  548  831 1117 1401 1685 1968 2249 2532 2816],85.200,130.667,275.111,566.000,87.000
0.095,"[640, 1254, 1900, 2656, 3268, 3864, 4452, 5100, nan]","[706, 1322, 1958, 2714, 3334, 3930, 4518, 5164, nan]",-0.131,"[676, 1292, 1928, 2684, 3342, 3900, 4490, 5132, nan]","[800, 1414, 2052, 2804, 3428, 4024, 4614, 5252, nan]",-0.231,0.258,"[908, 1528, 2166, 2920, 3536, 4136, 4720, 5374, nan]","[1020, 1638, 2278, 3032, 3650, 4248, 4832, 5488, nan]",1344,II,75.993,[ 379  686 1005 1381 1692 1990 2284 2606 2917],64.000,118.000,342.750,634.500,112.500
0.192,"[792, 1528, 2260, 3012, 3738, 4480, 4842]","[868, 1610, 2352, 3092, 3822, 4556, 4960]",-0.175,"[914, 1652, 2396, 3128, 3866, 4602, nan]","[1052, 1790, 2530, 3226, 4002, 4740, 5162]",-0.453,0.329,"[1158, 1912, 2650, 3382, 4120, 4852, 5326]","[1272, 2014, 2748, 3488, 4220, 4960, 5458]",1345,II,70.932,[ 482  852 1223 1591 1957 2325 2561],86.857,130.333,357.333,693.000,128.286
0.043,"[198, 698, 1230, 1684, 2156, 2670, 3118, 3600, 4128, 4620, 5128, 5634]","[288, 794, 1278, 1772, 2230, 2712, 3202, 3712, 4174, 4678, 5186, 5682]",-0.216,"[252, 738, 1250, 1738, 2240, 2684, 3164, 3646, 4148, 4638, 5144, nan]","[390, 932, 1384, 1868, 2342, 2826, 3300, 3790, 4278, 4774, 5284, 5784]",-0.287,0.232,"[464, 1002, 1506, 1972, 2470, 2950, 3392, 3914, 4374, 4886, 5412, 5770]","[528, 1090, 1592, 2070, 2526, 3018, 3494, 3994, 4476, 4980, 5484, 5802]",1346,II,97.924,[ 173  424  670  912 1151 1390 1629 1872 2118 2365 2619 2870],70.333,138.727,328.182,490.364,96.667
-0.116,"[416, nan, 1282, 1520, 2152, nan, 3004, 3242, 3864, 4180, 4746, 5008, 5598]","[442, nan, 1304, 1550, 2186, nan, 3030, 3270, 3906, 4212, 4764, 5056, 5628]",-0.158,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4754, nan, nan]","[578, 932, 1490, 1780, 2364, 2676, 3148, 3534, 4022, 4368, 4892, 5220, 5742]",-0.199,0.348,"[612, 990, 1472, 1828, 2346, 2758, 3196, 3560, 4064, 4470, 4920, 5312, 5782]","[652, 1070, 1514, 1860, 2386, 2794, 3236, 3590, 4106, 4494, 4960, 5342, 5824]",1347,II,117.138,[ 260  426  691  857 1127 1293 1552 1717 1987 2154 2413 2579 2845],30.545,138.000,206.000,430.833,43.385
0.091,"[nan, 816, 1516, 2196, 2878, 3582, 4284, 4980]","[218, 924, 1624, 2308, 2986, 3688, 4392, 5084]",-0.223,"[266, 968, 1664, 2352, 3030, 3728, 4432, nan]","[344, 1046, 1740, 2470, 3106, 3806, 4510, 5208]",-0.488,0.244,"[474, 1182, 1874, 2588, 3240, 3938, 4616, 5376]","[614, 1308, 2010, 2690, 3374, 4070, 4776, 5462]",1348,II,69.089,[ 154  505  853 1196 1535 1885 2237 2586],107.714,83.143,343.143,694.857,132.250
0.056,"[nan, 636, 1198, 1744, 2248, 2820, 3356, 3868, 4402, 4906, 5490]","[178, 716, 1260, 1806, 2328, 2880, 3420, 3958, 4460, 4994, 5550]",-0.222,"[222, 738, 1294, 1768, 2358, 2906, 3378, 3976, 4510, 5028, nan]","[310, 872, 1390, 1928, 2452, 3032, 3536, 4084, 4592, 5112, 5666]",-0.098,0.234,"[448, 898, 1514, 2060, 2602, 3130, 3646, 4202, 4660, 5180, 5744]","[516, 1036, 1586, 2116, 2644, 3178, 3752, 4276, 4792, 5258, nan]",1349,II,89.567,[ 131  398  669  939 1205 1476 1745 2012 2274 2537 2811],70.400,113.000,297.600,536.000,100.909
